Cycle Time
78541
52799
46992
47686
47689
47697
46504
46447
47589
47959
47022
46156
44414
45955
44789
44852
45175
44398
44587
44212
43923
43823
52928
43903
44586
44303
43628
43439
43658
44843
43931
44677
43757
44407
44719
43997
48432
43854
44670
44531
44253
43664
44570
43933
44010
44562
44462
44521
44606
44176
44500
44496
44441
43315
44284
43444
44435
44448
44207
44364
44361
44007
43174
44789
43829
44404
43735
44214
43681
44644
44274
44288
44440
44609
44611
43699
44500
44149
43712
43794
43433
43421
49825
45077
44596
42927
45051
44643
43856
43753
44162
44611
43019
43580
43540
52974
47282
45243
46470
45238
45712
56097
49915
46791
45468
43703
44455
44228
43405
43481
42865
44320
42919
44559
43680
42900
43528
43858
44374
44497
44283
44350
43331
44552
44414
43394
44140
43960
44116
43874
44376
42852
44235
43854
43920
44451
43734
43602
42945
44386
43605
43060
44469
44081
44067
44417
44067
44314
44260
44326
44222
44397
43580
43850
43914
43630
43156
43694
44239
46037
44220
44304
43223
43628
43482
43657
44430
43525
43425
44043
44486
61896
44573
44691
44181
43832
44526
44427
45337
43891
44772
44634
43867
44517
43789
44198
44021
43670
44590
43568
44381
43526
43347
43042
44707
44375
44104
44081
43612
44503
44451
42962
44297
44050
43600
44483
43665
43364
43621
44336
44220
44371
43416
44166
43405
43154
42962
42763
43358
43291
44127
43119
43905
43531
44088
43245
43701
43162
43522
43700
44540
44379
42879
43363
43139
43017
43051
43010
43105
43009
43097
43037
43259
45138
43960
43204
43358
43210
43380
43071
43386
43047
43424
43061
42692
43094
43086
44585
43361
43433
43129
44487
51814
43470
44441
43461
42962
44694
44539
48719
44349
44137
43603
44481
43924
43124
43456
43455
43564
43693
43451
43373
43852
42764
43314
42963
43520
42913
43766
44128
43952
44247
43921
44176
43659
43589
44345
43975
43594
44255
44212
44142
43619
44146
43912
44229
45847
44980
53759
56290
44687
42912
44228
44576
44520
46094
43877
45096
44485
43746
44506
44018
44783
43668
44562
43296
43231
44131
44287
44176
43448
44313
42876
44189
43991
43841
44163
42903
43389
43562
44375
44391
43355
43728
43418
43250
43401
42318
43820
43584
43126
43188
52435
44399
43505
43726
44696
45862
47103
54867
45872
44606
45724
44485
45334
45481
45204
45424
45194
53927
51367
51032
51171
45121
45615
45857
52444
54819
45535
51938
50410
43372
43789
44357
44374
43474
43970
44336
44133
44458
44356
44725
44440
44145
44271
42755
43138
43328
43144
43347
43107
42988
43174
42963
43052
43841
44339
43046
42815
42976
43104
42708
43130
43104
43103
43335
43440
43562
43261
43148
43019
43092
43680
43597
43397
43001
43075
42989
43035
43051
43102
43100
43103
42931
43353
43865
43483
43087
43057
43034
43060
57429
43106
43767
44584
44227
44442
43372
44191
42625
43111
42893
43199
43148
44169
43405
43702
47519
44888
45174
46903
45687
46916
48011
48649
67231
43559
43095
43919
44137
43241
43179
44441
43401
44026
43204
44609
44048
43522
44005
44581
44863
44372
44803
43925
44462
44652
44316
44221
43783
43949
43811
44750
61997
73813
75238
64916
64837
68883
66195
46835
44481
43794
43410
44406
44705
44997
46683
44555
44645
44056
44402
44870
44099
44005
44682
43731
44744
44022
43043
43684
50420
45402
50462
44676
43476
45925
44704
44304
45324
44716
44570
44272
44354
43820
44257
44946
44980
44381
42964
43766
44267
44351
45000
44533
44629
44299
45023
43400
43451
42803
44552
45429
43949
43112
43041
44135
44875
44915
44510
43019
43387
43477
44860
44595
44394
43353
43094
44747
45189
45242
43330
43634
43468
43377
43704
43947
43866
43685
43810
43914
43106
43439
43498
43391
43397
43456
43738
43389
43505
43747
43263
44259
43637
43721
43197
43905
43695
43784
43783
43971
43527
43961
42951
43849
43222
43643
43662
43475
43433
43379
43018
44202
43146
43623
43170
43296
53854
43481
43124
43486
43370
43402
43359
43945
43498
43278
42916
43679
43182
43322
43387
43134
43700
42732
44224
43484
42911
43056
42727
43684
43133
43531
43347
43517
43457
43429
42990
43657
43499
43475
43354
43425
43525
43053
43382
43515
43276
43210
43433
43349
43380
43430
44189
43133
43561
43598
43310
43239
42901
43105
43033
43169
43370
43254
43524
43458
44092
49200
50671
45411
44097
43332
43345
44731
45111
44781
44421
44248
43871
44205
43709
43325
43542
44234
43697
43317
43721
43827
43677
43067
43581
44132
43369
43662
45224
63162
44512
43472
43700
43511
43263
43354
44204
44459
43356
43518
43656
43043
43982
42918
43438
43510
43328
43499
43351
45491
43933
