SlaveConfigNumber,Cycle Time
13,157552
13,150781
13,164531
13,151145
13,156250
13,159114
13,158020
13,153801
13,157290
13,155364
13,158489
13,153697
13,154687
13,153176
13,162551
13,153749
13,160572
13,160363
13,156509
13,173489
13,156145
13,164114
13,151249
13,155260
13,154427
13,159062
13,153958
13,161250
13,160520
13,192499
13,179113
13,157447
13,154530
13,151978
13,155156
13,152291
13,158905
13,153906
13,161249
13,163020
13,159062
13,180936
13,174842
13,157655
13,167134
13,177499
13,158541
13,161927
13,161875
13,156614
13,174374
13,157499
13,159790
13,159791
13,177968
13,159218
13,158801
13,161562
13,152030
13,157916
13,171822
13,153906
13,166458
13,158697
13,162395
13,174114
13,165989
13,163073
13,168020
13,162500
13,157395
13,159374
13,156302
13,158853
13,156405
13,168384
13,153594
13,171822
13,158698
13,153905
13,160572
13,158125
13,168489
13,161250
13,162759
13,163072
13,152916
13,176145
13,158697
13,157863
13,253124
13,178697
13,153853
13,157655
13,152759
13,163124
13,154895
13,156614
13,159947
13,153801
13,149061
13,153853
13,152186
13,163697
13,180364
13,148020
13,159843
13,146198
13,149843
13,148333
13,146562
13,162604
13,146146
13,163280
13,149895
13,160677
13,148697
13,163124
13,147812
13,162864
13,149738
13,146822
13,146875
13,149947
13,159322
13,150625
13,161301
13,149218
13,161822
13,150155
13,161665
13,146822
13,161979
13,147812
13,146354
13,151822
13,147707
13,160624
13,147708
13,161614
13,147291
13,162447
13,148280
13,150468
13,147760
13,148281
13,160676
13,147343
13,160052
13,147499
13,161561
13,147708
13,147655
13,150728
13,265050
13,176301
13,159323
13,149270
13,150104
13,163541
13,152551
13,159479
13,151302
13,163124
13,153124
13,157083
13,154322
13,162134
13,159895
13,149583
13,151718
13,160363
13,148385
13,159999
13,150520
13,165781
13,152916
13,154166
13,147811
13,166093
13,153176
13,159947
13,150833
13,162500
13,148333
13,161822
13,148489
13,165781
13,153957
13,154843
13,149999
13,163801
13,148593
13,160885
13,151614
13,161458
13,148437
13,161875
13,150103
13,165520
13,151093
13,158124
13,149375
13,166197
13,152135
13,158229
13,150937
13,164323
13,151458
13,154791
13,151666
13,164791
13,149583
13,158228
13,147916
13,165312
13,151041
13,159739
13,247394
13,154114
13,165051
13,149426
13,158073
13,149114
13,163333
13,154010
13,157552
13,150468
13,165572
13,152551
13,155155
13,150207
13,164218
13,156197
13,157187
13,148541
13,164478
13,152030
13,155936
13,150259
13,167082
13,152291
13,153229
13,151666
13,163281
13,150989
13,158020
13,150780
13,166926
13,151093
13,154374
13,149166
13,166353
13,150885
13,159843
13,150781
13,168281
13,178906
13,150572
13,161510
13,151406
13,162708
13,147916
13,166665
13,150207
13,159843
13,150260
13,161770
13,151249
13,161770
13,150676
13,159270
13,147864
13,161458
13,149791
13,165832
13,152812
13,157655
13,152916
13,163124
13,151666
13,176458
13,170416
13,155051
13,154739
13,153228
13,162604
13,157343
13,156041
13,152343
13,159635
13,154426
13,152135
13,150364
13,166561
13,154478
13,158489
13,157239
13,152604
13,155104
13,155208
13,152760
13,161458
13,155937
13,152760
13,153698
13,182603
13,169686
13,152030
13,155676
13,152655
13,158281
13,151927
13,160780
13,152082
13,157707
13,154791
13,161614
13,151406
13,157499
13,152812
13,158697
13,149999
13,162031
13,155260
13,157864
13,152707
13,157395
13,192707
13,156978
13,151145
13,154426
13,160103
13,156197
13,152083
13,153906
13,159166
13,151354
13,162239
13,153750
13,161301
13,153905
13,153645
13,152968
13,174895
13,174791
13,154114
13,156562
13,155468
13,154114
13,153177
13,162708
13,152500
13,154999
13,153958
13,159896
13,154739
13,156145
13,137291
13,168385
13,156562
13,161718
13,151666
13,165728
13,158593
13,156979
13,170572
13,152656
13,167656
13,154687
13,158646
13,186978
13,152655
13,161249
13,150833
13,157239
13,152083
13,160729
13,152864
13,159427
13,151197
13,164530
13,153124
13,152968
13,154218
13,161666
13,153177
13,157395
13,152134
13,162030
13,153593
13,154583
13,151510
13,163593
13,152968
13,156458
13,153593
13,162395
13,152135
13,155155
13,152187
13,161926
13,152082
13,158332
13,153905
13,161301
13,154271
13,275311
13,167395
13,153905
13,152291
13,155520
13,154218
13,158437
13,151041
13,157499
13,151614
13,160624
13,150833
13,161770
13,148957
13,164582
13,149634
13,159322
13,147968
13,162707
13,151353
13,160885
13,148281
13,164062
13,151510
13,162447
13,150728
13,164114
13,153489
13,153333
13,150104
13,162551
13,150624
13,164166
13,148957
13,162343
13,150364
13,159374
13,151718
13,172083
13,158645
13,150937
13,150312
13,155885
13,152447
13,157708
13,151094
13,164583
13,148541
13,159114
13,151302
13,166822
13,148801
13,163593
13,148176
13,164166
13,154478
13,150416
13,150155
13,164635
13,149947
13,160363
13,154009
13,161770
13,148385
13,172291
13,147395
13,153072
13,147863
13,159530
13,147655
13,163593
13,150208
13,160312
13,147187
13,166353
13,147500
13,160624
13,150312
13,165780
13,151874
13,161875
13,146145
13,167291
13,153749
13,157863
13,152030
13,173697
13,153645
13,156509
13,152030
13,152134
13,149635
13,157655
13,148541
13,164999
13,148020
13,161979
13,148645
13,162395
13,148020
13,162134
13,145884
13,162186
13,173020
13,146562
13,144634
13,165780
13,148957
13,158853
13,147760
13,147552
13,147083
13,149062
13,163436
13,147134
13,162499
13,145312
13,159582
13,147291
13,145833
13,153385
13,147708
13,162968
13,145052
13,160624
13,146510
13,148489
13,148489
13,277707
13,168801
13,156509
13,150989
13,151301
13,162655
13,151457
13,154322
13,151822
13,163280
13,151249
13,157238
13,150103
13,162915
13,152812
13,158385
13,148124
13,164843
13,150156
13,160885
13,150729
13,161978
13,152864
13,160989
13,150468
13,170676
13,154947
13,150833
13,151979
13,159374
13,151926
13,155260
13,154271
13,162603
13,150676
13,156510
13,151353
13,165729
13,148645
13,162187
13,147759
13,167916
13,151458
13,153385
13,151145
13,164426
13,151979
13,157812
13,149687
13,165416
13,152603
13,154791
13,151874
13,165781
13,149531
13,157812
13,151198
13,164947
13,152187
13,156040
13,151458
13,162603
13,150728
13,159738
13,158437
13,169843
13,150676
13,165364
13,151509
13,168593
13,155937
13,152864
13,149114
13,159582
13,152707
13,156405
13,153593
13,162135
13,150416
13,160207
13,152863
13,162603
13,150936
13,154895
13,152604
13,165728
13,152291
13,155260
13,148437
13,166509
13,153541
13,155624
13,155363
13,159947
13,151823
13,156041
13,148229
13,164999
13,151457
13,158228
13,148333
13,164948
13,150520
13,162500
13,150260
13,164166
13,149739
13,160832
13,150624
13,165729
13,152135
13,153385
13,148958
13,165572
13,153593
13,157655
13,152186
13,163489
13,152812
13,153281
13,151510
13,164374
13,154322
13,155207
13,149426
13,163645
13,150624
13,188384
13,167759
13,155624
13,150833
13,154739
13,159061
13,152864
13,157291
13,153854
13,160625
13,153489
13,156197
13,154895
13,162343
13,182655
13,151561
13,163436
13,154322
13,152343
13,155416
13,158906
13,151249
13,158489
13,152447
13,164426
13,153958
13,155416
13,159739
13,154323
13,157083
13,150103
13,166093
13,153124
13,152135
13,151978
13,164322
13,152291
13,157655
13,155468
13,157239
13,156614
13,157760
13,156978
13,157863
13,157551
13,151561
13,153853
13,156614
13,158332
13,154530
13,153280
13,158801
13,186040
13,152447
13,160260
13,155052
13,153593
13,151041
13,164635
13,155625
13,154739
13,155104
13,159270
13,179530
13,161406
13,159791
13,165260
13,156041
13,167864
13,154739
13,164427
13,152499
13,159634
13,153697
13,154010
13,151406
13,163020
13,153749
13,155833
13,153541
13,161822
13,153802
13,155103
13,152655
13,163905
13,160780
13,152604
13,157447
13,153332
13,151249
13,155572
13,152031
13,164999
13,154322
13,153697
13,152968
13,163749
13,155937
13,150989
13,152499
13,162135
13,159478
13,157916
13,155833
13,154999
13,153541
13,153072
13,153228
13,162186
13,158020
13,156510
13,155260
13,166823
13,171874
13,157707
13,156666
13,157707
13,154843
13,158958
13,151718
13,153905
13,156301
13,151041
13,165520
13,156614
13,152239
13,233644
13,162135
13,167551
13,154530
13,155311
13,156145
13,160989
13,161354
13,152343
13,151301
13,154843
13,155416
13,155000
13,155885
13,159791
13,153593
13,152082
13,152968
13,162708
13,158229
13,150312
13,152291
13,164530
13,151302
13,156249
13,152655
13,161301
13,188332
13,153177
13,160468
13,155051
13,154687
13,152499
13,162812
13,156040
13,153385
13,154218
13,158489
13,150780
13,159166
13,155520
13,157083
13,152916
13,157603
13,153228
13,162395
13,152083
13,154530
13,151978
13,163697
13,153385
13,155624
13,154739
13,159843
13,152030
13,156718
13,160312
13,157656
13,156041
13,151770
13,149791
13,166510
13,150520
13,249582
13,162135
13,155832
13,154009
13,156510
13,153072
13,153332
13,162759
13,152186
13,155676
13,159999
13,164895
13,171718
13,158489
13,164166
13,156457
13,153593
13,156562
13,154687
13,156302
13,154843
13,153332
13,156666
13,150312
13,156718
13,155259
13,160937
13,182916
13,152447
13,161614
13,152708
13,158437
13,152552
13,162291
13,151718
13,156093
13,150624
13,162655
13,153176
13,156823
13,151562
13,165156
13,152968
13,155676
13,155000
13,161301
13,151770
13,159010
13,151978
13,159375
13,150104
13,159322
13,152238
13,161509
13,153385
13,157760
13,151353
13,162812
13,152082
13,156093
13,151354
13,162864
13,153749
13,281353
13,164062
13,151822
13,149374
13,156249
13,148541
13,163384
13,146874
13,162499
13,153385
13,164583
13,150260
13,158281
13,148593
13,147447
13,149843
13,149791
13,150468
13,165468
13,148957
13,157759
13,148749
13,166927
13,148385
13,159687
13,150312
13,162655
13,148229
13,164739
13,150676
13,165104
13,147812
13,158281
13,148906
13,164843
13,148229
13,161562
13,152760
13,163177
13,147812
13,161093
13,147968
13,163072
13,147552
13,164062
13,149375
13,163854
13,149947
13,163020
13,149114
13,165624
13,147447
13,168645
13,148697
13,157500
13,149426
13,161562
13,151822
13,161561
13,149218
13,162656
13,148124
13,160832
13,147239
13,295519
13,160312
13,157239
13,159479
13,161770
13,177551
13,157812
13,157552
13,154478
13,155155
13,155832
13,155468
13,154478
13,158020
13,153385
13,154686
13,155051
13,160311
13,154426
13,157448
13,156666
13,159843
13,155311
13,155937
13,153333
13,156041
13,152604
13,158177
13,155468
13,156406
13,154583
13,155781
13,155468
13,158645
13,156249
13,153541
13,155728
13,188853
13,161457
13,153645
13,156614
13,156406
13,155885
13,155103
13,155051
13,156301
13,154583
13,154687
13,156250
13,159635
13,155781
13,154114
13,155833
13,158906
13,154166
13,153801
13,157395
13,153385
13,154323
13,155833
13,157968
13,154895
13,234791
13,169478
13,154999
13,163697
13,154426
13,154999
13,154531
13,159062
13,153385
13,153437
13,156354
13,159427
13,153958
13,154999
13,154739
13,161041
13,152395
13,155051
13,153437
13,168697
13,152031
13,155416
13,154010
13,158072
13,154843
13,167447
13,174322
13,188593
13,159635
13,158906
13,172656
13,158489
13,163281
13,155208
13,156718
13,156041
13,154582
13,158072
13,151666
13,155520
13,159062
13,154999
13,153384
13,154686
13,161353
13,152604
13,154687
13,155052
13,163645
13,158280
13,160728
13,169948
13,154166
13,163229
13,155156
13,158801
13,156197
13,156197
13,154374
13,156041
13,153384
13,156405
13,154061
13,179530
13,167603
13,155988
13,156926
13,153750
13,155572
13,157603
13,156823
13,154739
13,155520
13,155989
13,158385
13,156145
13,151197
13,150885
13,166822
13,154947
13,152707
13,153645
13,162187
13,154062
13,154583
13,152343
13,163229
13,160312
13,152760
13,158698
13,155260
13,154218
13,156198
13,154843
13,155625
13,155104
13,153905
13,153593
13,162864
13,154791
13,155884
13,155780
13,155884
13,156353
13,155311
13,153853
13,158176
13,153229
13,157083
13,154478
13,160572
13,155156
13,157708
13,153802
13,157395
13,154791
13,153697
13,154531
13,160885
13,156198
13,152968
13,153957
13,162968
13,154166
13,153176
13,152760
13,161457
13,237759
13,199478
13,158802
13,155781
13,156145
13,154739
13,155051
13,160833
13,159218
13,159947
13,170885
13,154947
13,154895
13,153125
13,165260
13,155208
13,152760
13,154322
13,161718
13,155364
13,155521
13,153437
13,160572
13,152395
13,155051
13,155416
13,159843
13,157290
13,153593
13,156197
13,156822
13,156614
13,154478
13,154582
13,156926
13,155156
13,157552
13,156145
13,155260
13,154323
13,156562
13,158437
13,156354
13,154010
13,154270
13,154374
13,159270
13,153801
13,158802
13,155937
13,188072
13,159426
13,153853
13,156770
13,158437
13,154114
13,156770
13,156301
13,155572
13,154687
13,155155
13,154999
13,155884
13,243853
13,163333
13,161874
13,154739
13,154843
13,157135
13,154218
13,153593
13,153802
13,154687
13,153802
13,161041
13,154583
13,155677
13,153020
13,162603
13,153593
13,154270
13,162134
13,153801
13,156041
13,155260
13,154271
13,156145
13,154479
13,156249
13,153489
13,159895
13,155207
13,153280
13,152864
13,163905
13,154114
13,156666
13,154218
13,158905
13,155363
13,156353
13,153228
13,160885
13,154375
13,154114
13,153958
13,160052
13,152551
13,156822
13,153177
13,158489
13,155260
13,155468
13,160572
13,223437
13,173020
13,153905
13,161509
13,154791
13,161353
13,156770
13,154843
13,153436
13,159270
13,155052
13,262707
13,162135
13,171875
13,157447
13,158072
13,155208
13,156666
13,154634
13,154426
13,153280
13,156718
13,159114
13,155781
13,157447
13,157603
13,179791
13,157134
13,159478
13,160625
13,154374
13,171249
13,156354
13,162656
13,158645
13,154010
13,173541
13,146353
13,157238
13,160780
13,169686
13,154322
13,164583
13,153906
13,157968
13,152968
13,157187
13,154739
13,155625
13,153802
13,161718
13,156406
13,153958
13,154843
13,158384
13,153957
13,156093
13,154999
13,159270
13,156041
13,154270
13,155260
13,164062
13,170104
13,156822
13,162291
13,155364
13,155989
13,155260
13,159583
13,154843
13,155364
13,153333
13,160312
13,231718
13,157916
13,166665
13,156197
13,160989
13,155311
13,153801
13,158177
13,157291
13,155521
13,155051
13,152290
13,190259
13,159114
13,154426
13,156041
13,154062
13,155208
13,154010
13,160521
13,155260
13,153489
13,153854
13,161458
13,157083
13,148958
13,152603
13,164166
13,156874
13,155676
13,153802
13,161666
13,154427
13,157395
13,157238
13,153384
13,153957
13,153905
13,153020
13,162395
13,154114
13,154218
13,156510
13,160885
13,154530
13,155052
13,154843
13,159009
13,155676
13,152656
13,158698
13,163176
13,170051
13,153072
13,169895
13,155208
13,155729
13,153489
13,157916
13,152603
13,155989
13,154061
13,162187
13,285571
13,162759
13,167551
13,157291
13,159895
13,155208
13,161875
13,159478
13,157812
13,218749
13,181145
13,162291
13,169687
13,156301
13,163749
13,154322
13,155989
13,154062
13,163124
13,160104
13,155312
13,158020
13,153384
13,156353
13,154843
13,154895
13,153436
13,155676
13,154583
13,157656
13,155625
13,156405
13,154583
13,155989
13,156614
13,153698
13,156562
13,153385
13,160833
13,154739
13,158281
13,155208
13,154739
13,153176
13,158020
13,155416
13,160416
13,155312
13,154791
13,155781
13,156978
13,184478
13,153593
13,162343
13,153541
13,154061
13,152655
13,160207
13,153020
13,156979
13,156093
13,158436
13,232447
13,202759
13,157759
13,159322
13,157083
13,157916
13,162030
13,162759
13,168332
13,161041
13,158801
13,171093
13,155051
13,166145
13,157239
13,153385
13,160573
13,158072
13,159895
13,157968
13,171093
13,154478
13,159791
13,155312
13,159009
13,156405
13,155833
13,153906
13,156406
13,154947
13,155780
13,154478
13,160989
13,154218
13,157239
13,156614
13,155833
13,195519
13,169843
13,153281
13,165103
13,154895
13,158125
13,167707
13,177030
13,159061
13,153124
13,154375
13,154843
13,160416
13,155051
13,161198
13,169739
13,153333
13,165416
13,152812
13,164166
13,155937
13,155624
13,154374
13,155885
13,153958
13,231093
13,171718
13,154582
13,163697
13,153958
13,154791
13,152604
13,165937
13,154166
13,153437
13,153385
13,158697
13,152916
13,155572
13,154530
13,162343
13,157760
13,153593
13,153958
13,160416
13,155468
13,161510
13,152291
13,155155
13,155677
13,147916
13,152811
13,166353
13,155988
13,156249
13,155104
13,153541
13,153125
13,156458
13,154999
13,160416
13,155260
13,153437
13,161301
13,154791
13,155312
13,153593
13,153176
13,161823
13,153176
13,154530
13,155676
13,162448
13,155260
13,154530
13,155624
13,157499
13,159374
13,153749
13,155415
13,157916
13,155312
13,154270
13,154687
13,158801
13,154166
13,154583
13,154010
13,166979
13,168124
13,154583
13,167551
13,154791
13,156250
13,155156
13,159739
13,157343
13,155468
13,158333
13,155468
13,155155
13,150052
13,160937
13,155260
13,154219
13,152812
13,157864
13,158072
13,153593
13,154270
13,155468
13,160051
13,153957
13,155468
13,154947
13,159843
13,155625
13,154999
13,151978
13,163021
13,153905
13,153020
13,157239
13,159061
13,153436
13,154582
13,155051
13,159166
13,155572
13,156562
13,153958
13,158281
13,155989
13,154844
13,158489
13,156406
13,155937
13,152708
13,154531
13,160729
13,156301
13,156041
13,155260
13,154062
13,155052
13,156041
13,154635
13,159739
13,153228
13,157760
13,155729
13,157083
13,252551
13,193124
13,169999
13,151770
13,168854
13,155364
13,161771
13,155208
13,155312
13,153437
13,155781
13,153802
13,150364
13,153281
13,165104
13,153176
13,156510
13,154478
13,160728
13,155677
13,153749
13,154530
13,159426
13,153698
13,155989
13,153437
13,161770
13,154739
13,153750
13,156718
13,159009
13,154530
13,154739
13,154947
13,160104
13,153280
13,154739
13,154062
13,163177
13,155155
13,155572
13,154375
13,156249
13,158801
13,156041
13,158697
13,154531
13,157708
13,154427
13,161041
13,187812
13,153229
13,153385
13,157499
13,157447
13,155677
13,157968
13,154113
13,155937
13,153750
13,160260
13,162135
13,271405
13,170207
13,157707
13,168020
13,159114
13,156249
13,155937
13,157447
13,155051
13,155364
13,155416
13,158072
13,154531
13,155000
13,157082
13,159478
13,158020
13,156041
13,169634
13,155363
13,167135
13,156718
13,156458
13,156510
13,155155
13,154583
13,154687
13,153437
13,161978
13,154843
13,157551
13,156770
13,155052
13,155781
13,154791
13,154843
13,156561
13,156510
13,150833
13,161458
13,156041
13,159479
13,158489
13,155989
13,154948
13,156718
13,153749
13,155104
13,156093
13,154427
13,154999
13,153436
13,167655
13,168332
13,153385
13,167915
13,154270
13,154374
13,154062
13,161353
13,154374
13,153802
13,153541
13,170625
13,172291
13,157291
13,162238
13,153749
13,155625
13,153281
13,161666
13,153489
13,158176
13,154323
13,155833
13,156197
13,154426
13,153541
13,161301
13,154843
13,154687
13,156718
13,157759
13,153228
13,162135
13,154739
13,154947
13,155937
13,155416
13,155416
13,158020
13,151927
13,153853
13,153645
13,162291
13,153801
13,154738
13,158384
13,154739
13,153697
13,157395
13,153906
13,161666
13,153906
13,155416
13,153698
13,160885
13,156770
13,156197
13,155416
13,155416
13,155468
13,155936
13,153801
13,158854
13,152916
13,162395
13,155051
13,152499
13,155052
13,153697
13,155780
13,160416
13,154322
13,154947
13,156093
13,159009
13,226509
13,161979
13,172812
13,156197
13,156510
13,154478
13,154062
13,155989
13,159583
13,158072
13,155311
13,152759
13,188020
13,159322
13,154843
13,155781
13,155260
13,155312
13,154635
13,155885
13,156249
13,154739
13,152604
13,161249
13,154687
13,151665
13,159582
13,160051
13,157031
13,156666
13,152707
13,157655
13,153384
13,154843
13,155416
13,158020
13,155728
13,156145
13,152656
13,158958
13,155207
13,156509
13,155155
13,159999
13,154427
13,153437
13,155468
13,158228
13,155312
13,156926
13,152812
13,159061
13,159634
13,155468
13,157864
13,154790
13,154114
13,153333
13,155260
13,159270
13,155103
13,154790
13,155937
13,192083
13,158697
13,152968
13,154895
13,154427
13,155208
13,153385
13,158958
13,157812
13,153958
13,156875
13,156822
13,154999
13,154531
13,154635
13,160729
13,154114
13,154999
13,156093
13,156510
13,154948
13,153958
13,155624
13,159582
13,154113
13,154530
13,154791
13,160832
13,154322
13,155937
13,154634
13,153176
13,162916
13,155155
13,159374
13,155728
13,155156
13,157812
13,157500
13,155260
13,156041
13,160572
13,159218
13,174895
13,156301
13,159478
13,155416
13,155104
13,156614
13,154635
13,155156
13,152239
13,164270
13,155989
13,153541
13,153020
13,155624
13,157082
13,155468
13,154322
13,158749
13,156823
13,157968
13,300050
13,169009
13,170363
13,158072
13,162864
13,152290
13,154843
13,151145
13,163176
13,151770
13,158593
13,149010
13,162655
13,149635
13,162134
13,149634
13,163280
13,149166
13,162499
13,149374
13,164010
13,151354
13,159583
13,151301
13,164218
13,149114
13,159270
13,148437
13,162812
13,154375
13,157968
13,149218
13,164114
13,149947
13,160363
13,149739
13,168333
13,153072
13,152135
13,148645
13,162395
13,147030
13,164478
13,148177
13,162135
13,148750
13,162395
13,152187
13,162811
13,151093
13,163072
13,150937
13,161145
13,148072
13,163541
13,149843
13,163854
13,148020
13,162134
13,146145
13,161770
13,149791
13,163385
13,177395
13,148801
13,147759
13,153489
